title,link,summary_raw,published_time,image_url,source,summary_cleaned,summary_not_stop_word,topic_cluster
Bí kíp luyện rồng khép lại thời đại live-action chỉ để kiếm tiền,https://tuoitre.vn/bi-kip-luyen-rong-khep-lai-thoi-dai-live-action-chi-de-kiem-tien-20250614092810657.htm,"<a href=""https://tuoitre.vn/bi-kip-luyen-rong-khep-lai-thoi-dai-live-action-chi-de-kiem-tien-20250614092810657.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/howtotrainyourdragonofficialtrailer-17498751681501241518591-36-82-252-428-crop-17498751906651445121012.gif"" /></a>Theo Variety, nhờ sự trở lại của ê kíp sáng tạo ban đầu cùng dàn diễn viên có sức hút và phần hình ảnh ấn tượng, Bí kíp luyện rồng live-action cho thấy thời hời hợt chỉ để kiếm tiền đã khép lại.",2025-06-15T01:45:29+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/howtotrainyourdragonofficialtrailer-17498751681501241518591-36-82-252-428-crop-17498751906651445121012.gif,Tuoitre,theo variety nhờ sự trở lại của ê kíp sáng tạo ban đầu cùng dàn diễn viên có sức hút và phần hình ảnh ấn tượng bí kíp luyện rồng liveaction cho thấy thời hời hợt chỉ để kiếm tiền đã khép lại,variety nhờ trở_lại ê_kíp sáng_tạo ban_đầu dàn diễn_viên sức hút phần hình_ảnh ấn_tượng bí kíp luyện rồng liveaction thời hời_hợt kiếm tiền khép,11
Sức mạnh kho vũ khí tên lửa đạn đạo của Iran,https://tuoitre.vn/suc-manh-kho-vu-khi-ten-lua-dan-dao-cua-iran-20250614105333238.htm,"<a href=""https://tuoitre.vn/suc-manh-kho-vu-khi-ten-lua-dan-dao-cua-iran-20250614105333238.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/guue5mmqpvk4rho4ypsjgdscnq-17498750723011672545901-136-431-857-1585-crop-17498751491301149029151.jpeg"" /></a>Iran được cho là sở hữu kho tên lửa đạn đạo lớn nhất Trung Đông với hơn 3.000 quả, có khả năng vươn tới Israel, bán đảo Ả Rập và đông nam châu Âu.",2025-06-15T01:45:05+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/guue5mmqpvk4rho4ypsjgdscnq-17498750723011672545901-136-431-857-1585-crop-17498751491301149029151.jpeg,Tuoitre,iran được cho là sở hữu kho tên lửa đạn đạo lớn nhất trung đông với hơn 3000 quả có khả năng vươn tới israel bán đảo ả rập và đông nam châu âu,iran sở_hữu kho tên_lửa đạn_đạo trung đông 3000 khả_năng vươn israel bán_đảo ả rập đông nam châu âu,0
"Tổ chức tập huấn cho 1,5 triệu đại biểu để triển khai chính quyền địa phương hai cấp",https://tuoitre.vn/cac-uy-vien-trung-uong-giang-bai-cho-1-5-trieu-dai-bieu-trien-khai-chinh-quyen-hai-cap-20250614111902019.htm,"<a href=""https://tuoitre.vn/cac-uy-vien-trung-uong-giang-bai-cho-1-5-trieu-dai-bieu-trien-khai-chinh-quyen-hai-cap-20250614111902019.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z6704369845286f47d81e1d442f7af9b0798a668f8187f-1749884819960782544661.jpg"" /></a>Sáng 14-6, Học viện Chính trị quốc gia Hồ Chí Minh tổ chức hội nghị toàn quốc tập huấn về tổ chức và hoạt động của tổ chức Đảng, chính quyền, Mặt trận Tổ quốc, các đoàn thể chính trị ở cấp xã (mới).",2025-06-15T01:41:50+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z6704369845286f47d81e1d442f7af9b0798a668f8187f-1749884819960782544661.jpg,Tuoitre,sáng 146 học viện chính trị quốc gia hồ chí minh tổ chức hội nghị toàn quốc tập huấn về tổ chức và hoạt động của tổ chức đảng chính quyền mặt trận tổ quốc các đoàn thể chính trị ở cấp xã mới,sáng 146 học_viện chính_trị quốc_gia hồ chí minh tổ_chức hội_nghị toàn_quốc tập_huấn tổ_chức hoạt_động tổ_chức đảng chính_quyền mặt_trận tổ_quốc đoàn_thể chính_trị cấp xã,2
Bác sĩ Đặng Thùy Trâm và cuốn nhật ký thứ 3 - Kỳ 2: 'Hãy vững vàng Thùy nhé',https://tuoitre.vn/bac-si-dang-thuy-tram-va-cuon-nhat-ky-thu-3-ky-2-hay-vung-vang-thuy-nhe-20250614100538995.htm,"<a href=""https://tuoitre.vn/bac-si-dang-thuy-tram-va-cuon-nhat-ky-thu-3-ky-2-hay-vung-vang-thuy-nhe-20250614100538995.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/dang-thuy-tram-1749870132728727735417-12-0-1088-1722-crop-1749870219752102545518.jpg"" /></a>Vác ba lô lên xe, từ giã Viện Mắt, từ giã căn phòng lộng gió với những đêm trăng gió thổi xào xạc trên những tàu dừa.",2025-06-15T01:14:19+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/dang-thuy-tram-1749870132728727735417-12-0-1088-1722-crop-1749870219752102545518.jpg,Tuoitre,vác ba lô lên xe từ giã viện mắt từ giã căn phòng lộng gió với những đêm trăng gió thổi xào xạc trên những tàu dừa,vác ba_lô xe từ_giã viện mắt từ_giã phòng lộng_gió đêm trăng_gió thổi xào_xạc tàu dừa,10
Việt Nam nằm trong top đầu thế giới về thanh toán từ tài khoản qua tài khoản,https://tuoitre.vn/viet-nam-nam-trong-top-dau-the-gioi-ve-thanh-toan-tu-tai-khoan-qua-tai-khoan-20250614105923755.htm,"<a href=""https://tuoitre.vn/viet-nam-nam-trong-top-dau-the-gioi-ve-thanh-toan-tu-tai-khoan-qua-tai-khoan-20250614105923755.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/khachchupnapas-1749873233179727139192-41-0-841-1280-crop-1749873773034659665883.jpg"" /></a>Người Việt thực hiện 5,5 tỉ giao dịch không dùng tiền mặt trong quý 1-2025. Đã có những con số cực kỳ ấn tượng khi thanh toán không tiền mặt của Việt Nam tiệm cận với các nước Thái Lan, Ấn Độ...",2025-06-15T01:11:09+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/khachchupnapas-1749873233179727139192-41-0-841-1280-crop-1749873773034659665883.jpg,Tuoitre,người việt thực hiện 55 tỉ giao dịch không dùng tiền mặt trong quý 12025 đã có những con số cực kỳ ấn tượng khi thanh toán không tiền mặt của việt nam tiệm cận với các nước thái lan ấn độ,việt thực_hiện 55 tỉ giao_dịch dùng tiền_mặt quý 12025 con_số cực_kỳ ấn_tượng thanh_toán tiền_mặt việt nam tiệm cận nước thái lan ấn_độ,5
"Anh Tú 'mê' Em xinh say hi, sẽ hát Chiếc khăn gió ấm tại E-concert đêm nay",https://tuoitre.vn/anh-tu-me-em-xinh-say-hi-se-hat-chiec-khan-gio-am-tai-e-concert-dem-nay-20250614104738326.htm,"<a href=""https://tuoitre.vn/anh-tu-me-em-xinh-say-hi-se-hat-chiec-khan-gio-am-tai-e-concert-dem-nay-20250614104738326.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/anh-tu-3-17498727724091097954663-144-543-858-1686-crop-17498728781541645112796.jpg"" /></a>Nhân tham gia E-concert của Ngày không tiền mặt, ca sĩ Anh Tú chia sẻ với Tuổi Trẻ Online về những kỷ niệm đẹp trong sự nghiệp vừa qua.",2025-06-15T01:07:37+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/anh-tu-3-17498727724091097954663-144-543-858-1686-crop-17498728781541645112796.jpg,Tuoitre,nhân tham gia econcert của ngày không tiền mặt ca sĩ anh tú chia sẻ với tuổi trẻ online về những kỷ niệm đẹp trong sự nghiệp vừa qua,nhân tham_gia econcert tiền_mặt ca_sĩ tú chia_sẻ tuổi_trẻ online kỷ_niệm đẹp sự_nghiệp vừa_qua,5
BlackBerry sẽ chưa tái xuất như tin đồn,https://tuoitre.vn/blackberry-se-chua-tai-xuat-nhu-tin-don-20250614105208938.htm,"<a href=""https://tuoitre.vn/blackberry-se-chua-tai-xuat-nhu-tin-don-20250614105208938.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/fakeblackberry-17498727608711925444332-112-0-700-940-crop-17498728583311219627681.jpg"" /></a>Thông tin Hãng BlackBerry ""trở lại ngoạn mục"" với một mẫu điện thoại mới đang được lan truyền mạnh mẽ trên mạng xã hội. Tuy nhiên, kết quả xác minh cho thấy đây là tin giả.",2025-06-15T01:05:19+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/fakeblackberry-17498727608711925444332-112-0-700-940-crop-17498728583311219627681.jpg,Tuoitre,thông tin hãng blackberry trở lại ngoạn mục với một mẫu điện thoại mới đang được lan truyền mạnh mẽ trên mạng xã hội tuy nhiên kết quả xác minh cho thấy đây là tin giả,thông_tin hãng blackberry trở_lại ngoạn_mục mẫu điện_thoại lan_truyền mạnh_mẽ mạng xã_hội tuy_nhiên kết_quả xác_minh tin giả,1
Khởi tố người giết vợ cũ và mẹ vợ vì mâu thuẫn trong việc thăm con,https://tuoitre.vn/khoi-to-nguoi-giet-vo-cu-va-me-vo-vi-mau-thuan-trong-viec-tham-con-20250614104809093.htm,"<a href=""https://tuoitre.vn/khoi-to-nguoi-giet-vo-cu-va-me-vo-vi-mau-thuan-trong-viec-tham-con-20250614104809093.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/khoi-to-ke-sat-hai-vo-cu-1749872734166728578957-99-212-664-1116-crop-1749873993681619077263.jpg"" /></a>Công an TP Huế đã khởi tố vụ án, khởi tố bị can, bắt tạm giam người giết vợ cũ và mẹ vợ vì mâu thuẫn trong việc thăm con sau ly hôn.",2025-06-15T01:02:11+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/khoi-to-ke-sat-hai-vo-cu-1749872734166728578957-99-212-664-1116-crop-1749873993681619077263.jpg,Tuoitre,công an tp huế đã khởi tố vụ án khởi tố bị can bắt tạm giam người giết vợ cũ và mẹ vợ vì mâu thuẫn trong việc thăm con sau ly hôn,công_an tp huế khởi_tố vụ án khởi_tố bị_can bắt tạm giam giết vợ cũ mẹ vợ mâu_thuẫn thăm ly_hôn,1
"Doanh nghiệp nhà nước được đầu tư bất động sản, chứng khoán",https://tuoitre.vn/doanh-nghiep-nha-nuoc-duoc-dau-tu-bat-dong-san-chung-khoan-20250614103036844.htm,"<a href=""https://tuoitre.vn/doanh-nghiep-nha-nuoc-duoc-dau-tu-bat-dong-san-chung-khoan-20250614103036844.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z618787-1749871547276233497173-0-0-1563-2500-crop-17498716341702060067850.jpg"" /></a>Sáng 14-6, với 452/453 đại biểu Quốc hội tham gia biểu quyết tán thành, Quốc hội thông qua dự thảo Luật Quản lý và đầu tư vốn nhà nước tại doanh nghiệp.",2025-06-15T01:00:44+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z618787-1749871547276233497173-0-0-1563-2500-crop-17498716341702060067850.jpg,Tuoitre,sáng 146 với 452453 đại biểu quốc hội tham gia biểu quyết tán thành quốc hội thông qua dự thảo luật quản lý và đầu tư vốn nhà nước tại doanh nghiệp,sáng 146 452453 đại_biểu quốc_hội tham_gia biểu_quyết tán_thành quốc_hội thông_qua dự_thảo luật quản_lý đầu_tư vốn nhà_nước doanh_nghiệp,2
Loại trái cây cực tốt cho phụ nữ sau mãn kinh,https://tuoitre.vn/loai-trai-cay-cuc-tot-cho-phu-nu-sau-man-kinh-20250611185103456.htm,"<a href=""https://tuoitre.vn/loai-trai-cay-cuc-tot-cho-phu-nu-sau-man-kinh-20250611185103456.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/geminigeneratedimagetrai-xoai-1749872906739998516193-523-0-1803-2048-crop-1749872928105201656311.png"" /></a>Một loại trái cây rất phổ biến giúp phụ nữ tránh các căn bệnh sau mãn kinh, đặc biệt là hội chứng chuyển hóa và bệnh tim mạch.",2025-06-15T00:58:58+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/geminigeneratedimagetrai-xoai-1749872906739998516193-523-0-1803-2048-crop-1749872928105201656311.png,Tuoitre,một loại trái cây rất phổ biến giúp phụ nữ tránh các căn bệnh sau mãn kinh đặc biệt là hội chứng chuyển hóa và bệnh tim mạch,loại trái_cây phổ_biến giúp phụ_nữ tránh căn_bệnh mãn_kinh đặc_biệt hội_chứng chuyển_hóa bệnh tim_mạch,11
"Phương Mỹ Chi thua đậm tại Sing! Asia, khán giả nghi ngờ có thiên vị",https://tuoitre.vn/phuong-my-chi-thua-dam-tai-sing-asia-khan-gia-nghi-ngo-co-thien-vi-2025061410401053.htm,"<a href=""https://tuoitre.vn/phuong-my-chi-thua-dam-tai-sing-asia-khan-gia-nghi-ngo-co-thien-vi-2025061410401053.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/edit-z6703779147154494c9db38492a7706219362f97f683c7-1749872315366541995640-22-88-817-1361-crop-17498726268011903631519.jpeg"" /></a>Một số tin tức nổi bật: Kim Soo Hyun liên tục bị kiện; Mỹ nhân 50 sắc thái chỉ trích Hollywood thiếu sáng tạo; Bạch Tuyết live-action là phim được xem nhiều nhất trên Disney+; Phương Mỹ Chi thua đậm tại Sing! Asia, khán giả nghi ngờ có thiên vị...",2025-06-15T00:57:16+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/edit-z6703779147154494c9db38492a7706219362f97f683c7-1749872315366541995640-22-88-817-1361-crop-17498726268011903631519.jpeg,Tuoitre,một số tin tức nổi bật kim soo hyun liên tục bị kiện mỹ nhân 50 sắc thái chỉ trích hollywood thiếu sáng tạo bạch tuyết liveaction là phim được xem nhiều nhất trên disney phương mỹ chi thua đậm tại sing asia khán giả nghi ngờ có thiên vị,một_số tin_tức nổi_bật kim soo hyun liên_tục kiện mỹ_nhân 50 sắc_thái chỉ_trích hollywood thiếu sáng_tạo bạch tuyết liveaction phim xem disney phương mỹ chi thua đậm sing asia khán_giả nghi_ngờ thiên_vị,11
Chính sách nhập tịch sớm muộn gì cũng sẽ phản tác dụng,https://tuoitre.vn/chinh-sach-nhap-tich-som-muon-gi-cung-se-phan-tac-dung-20250614103927899.htm,"<a href=""https://tuoitre.vn/chinh-sach-nhap-tich-som-muon-gi-cung-se-phan-tac-dung-20250614103927899.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/capture-1749872242927723898027-0-0-399-639-crop-17498724019825454115.jpg"" /></a>Đó là nhận định của báo chí Trung Quốc, khi đề xuất phương án phát triển bóng đá nước này sau thất bại thảm hại ở vòng loại World Cup 2026.",2025-06-15T00:55:33+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/capture-1749872242927723898027-0-0-399-639-crop-17498724019825454115.jpg,Tuoitre,đó là nhận định của báo chí trung quốc khi đề xuất phương án phát triển bóng đá nước này sau thất bại thảm hại ở vòng loại world cup 2026,nhận_định báo_chí trung quốc đề_xuất phương_án phát_triển bóng_đá nước thất_bại thảm_hại vòng_loại world_cup 2026,6
Cứu hộ hơn 20 người bị sóng cuốn ở biển Cửa Lò,https://tuoitre.vn/cuu-ho-hon-20-nguoi-bi-song-cuon-gan-bo-o-bien-cua-lo-20250614103010877.htm,"<a href=""https://tuoitre.vn/cuu-ho-hon-20-nguoi-bi-song-cuon-gan-bo-o-bien-cua-lo-20250614103010877.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z670384846529347fa908f7b842b3c4ea3f0f251347e1c-1749873857515299836477.jpg"" /></a>Sau cơn bão số 1, nhiều du khách tắm biển Cửa Lò ở Nghệ An bị sóng cuốn, được lực lượng cứu hộ an toàn, trong đó một người phải nhập viện cấp cứu.",2025-06-15T00:53:37+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z670384846529347fa908f7b842b3c4ea3f0f251347e1c-1749873857515299836477.jpg,Tuoitre,sau cơn bão số 1 nhiều du khách tắm biển cửa lò ở nghệ an bị sóng cuốn được lực lượng cứu hộ an toàn trong đó một người phải nhập viện cấp cứu,bão 1 du_khách tắm biển cửa lò nghệ_an sóng lực_lượng cứu_hộ an_toàn nhập_viện cấp_cứu,9
Những bà mẹ nhà quê,https://tuoitre.vn/nhung-ba-me-nha-que-20250614102545736.htm,"<a href=""https://tuoitre.vn/nhung-ba-me-nha-que-20250614102545736.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/me-voi-huong-noi-gio-dong-1749871218446477433867-85-0-1365-2048-crop-17498712674351203041011.jpg"" /></a>Mạ tôi, má bạn hay bất kỳ người phụ nữ lam lũ nào lớn lên, xoay xở, vun vén giữa một thời khốn khó bủa vây đều xây nếp nhà từ sự cần kiệm đến mức khắc kỷ.",2025-06-15T00:49:28+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/me-voi-huong-noi-gio-dong-1749871218446477433867-85-0-1365-2048-crop-17498712674351203041011.jpg,Tuoitre,mạ tôi má bạn hay bất kỳ người phụ nữ lam lũ nào lớn lên xoay xở vun vén giữa một thời khốn khó bủa vây đều xây nếp nhà từ sự cần kiệm đến mức khắc kỷ,mạ má bất_kỳ phụ_nữ lam_lũ xoay_xở vun_vén thời khốn_khó bủa_vây xây nếp cần_kiệm mức khắc_kỷ,7
Vụ đạp ngã xe máy ở Thủ Đức: Cần xử lý nghiêm hành vi 'xem thường tính mạng người khác',https://tuoitre.vn/vu-dap-nga-xe-may-o-thu-duc-can-xu-ly-nghiem-hanh-vi-xem-thuong-tinh-mang-nguoi-khac-20250614085304931.htm,"<a href=""https://tuoitre.vn/vu-dap-nga-xe-may-o-thu-duc-can-xu-ly-nghiem-hanh-vi-xem-thuong-tinh-mang-nguoi-khac-20250614085304931.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/gif-dap-nga-17496996507392086176193-0-48-270-480-crop-1749865470127122725328.gif"" /></a>Liên quan vụ nam thanh niên đạp ngã xe máy người khác ở Thủ Đức rồi bỏ chạy, nhiều bạn đọc cho rằng hành vi này 'nguy hiểm cho xã hội', cần xử lý nghiêm.",2025-06-15T00:49:08+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/gif-dap-nga-17496996507392086176193-0-48-270-480-crop-1749865470127122725328.gif,Tuoitre,liên quan vụ nam thanh niên đạp ngã xe máy người khác ở thủ đức rồi bỏ chạy nhiều bạn đọc cho rằng hành vi này nguy hiểm cho xã hội cần xử lý nghiêm,liên_quan vụ nam thanh_niên đạp ngã xe_máy thủ đức bỏ chạy bạn_đọc hành_vi nguy_hiểm xã_hội xử_lý nghiêm,7
Xét nghiệm máu phát hiện ADN ung thư từ 3 năm trước khi chẩn đoán,https://tuoitre.vn/xet-nghiem-mau-phat-hien-adn-ung-thu-tu-3-nam-truoc-khi-chan-doan-20250614102658417.htm,"<a href=""https://tuoitre.vn/xet-nghiem-mau-phat-hien-adn-ung-thu-tu-3-nam-truoc-khi-chan-doan-20250614102658417.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/blood-test-1749871368408-17498713697271636100545-0-0-563-900-crop-17498715078771066895410.jpg"" /></a>Một nghiên cứu mới của Đại học Johns Hopkins (Mỹ) vừa công bố kết quả gây chú ý: dấu hiệu di truyền của ung thư có thể được phát hiện trong máu từ 3 năm trước khi bệnh nhân chính thức được chẩn đoán.",2025-06-15T00:43:30+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/blood-test-1749871368408-17498713697271636100545-0-0-563-900-crop-17498715078771066895410.jpg,Tuoitre,một nghiên cứu mới của đại học johns hopkins mỹ vừa công bố kết quả gây chú ý dấu hiệu di truyền của ung thư có thể được phát hiện trong máu từ 3 năm trước khi bệnh nhân chính thức được chẩn đoán,nghiên_cứu đại_học johns hopkins mỹ công_bố kết_quả gây chú_ý dấu_hiệu di_truyền ung_thư có_thể phát_hiện máu 3 bệnh_nhân chính_thức chẩn_đoán,3
"Lần đầu tiên Việt Nam có khung pháp lý về trí tuệ nhân tạo, hợp pháp hóa tài sản số",https://tuoitre.vn/lan-dau-tien-viet-nam-co-khung-phap-ly-ve-tri-tue-nhan-tao-hop-phap-hoa-tai-san-so-20250614101554079.htm,"<a href=""https://tuoitre.vn/lan-dau-tien-viet-nam-co-khung-phap-ly-ve-tri-tue-nhan-tao-hop-phap-hoa-tai-san-so-20250614101554079.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z729934-17498706047821035759157-36-0-786-1200-crop-1749870840160611314817.jpg"" /></a>Luật Công nghiệp công nghệ số vừa được Quốc hội thông qua lần đầu tiên có quy định về trí tuệ nhân tạo (AI) và tài sản số.",2025-06-15T00:39:32+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/z729934-17498706047821035759157-36-0-786-1200-crop-1749870840160611314817.jpg,Tuoitre,luật công nghiệp công nghệ số vừa được quốc hội thông qua lần đầu tiên có quy định về trí tuệ nhân tạo ai và tài sản số,luật công_nghiệp công_nghệ quốc_hội thông_qua đầu_tiên quy_định trí_tuệ nhân_tạo tài_sản,11
Khi Gen Z dùng công nghệ lập trình nhịp sống số,https://tuoitre.vn/khi-gen-z-dung-cong-nghe-lap-trinh-nhip-song-so-20250613143423565.htm,"<a href=""https://tuoitre.vn/khi-gen-z-dung-cong-nghe-lap-trinh-nhip-song-so-20250613143423565.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/13/cong-nghe-17498081718131398536301-57-0-946-1422-crop-17498081813351676167460.png"" /></a>Gen Z không chỉ tiếp cận công nghệ mà còn thiết lập cách sống số của họ. Từ AI đến no-code, thế hệ này đang tạo ra những hệ sinh thái cá nhân tự động hóa.",2025-06-15T00:39:00+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/13/cong-nghe-17498081718131398536301-57-0-946-1422-crop-17498081813351676167460.png,Tuoitre,gen z không chỉ tiếp cận công nghệ mà còn thiết lập cách sống số của họ từ ai đến nocode thế hệ này đang tạo ra những hệ sinh thái cá nhân tự động hóa,gen z tiếp_cận công_nghệ thiết_lập cách sống nocode thế_hệ tạo hệ sinh_thái cá_nhân tự_động_hóa,11
"Vụ thuốc buộc tiêu hủy lọt ra ngoài ở Đà Nẵng: Công an, quản lý thị trường, y tế vào cuộc",https://tuoitre.vn/vu-thuoc-buoc-tieu-huy-lot-ra-ngoai-o-da-nang-cong-an-quan-ly-thi-truong-y-te-vao-cuoc-20250614102059171.htm,"<a href=""https://tuoitre.vn/vu-thuoc-buoc-tieu-huy-lot-ra-ngoai-o-da-nang-cong-an-quan-ly-thi-truong-y-te-vao-cuoc-20250614102059171.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/6be64db1ca407e1e2751-1749871038170778032093-0-0-1441-2306-crop-17498710421392022870668.jpg"" /></a>Liên quan đến vụ việc phát hiện nhiều vỉ thuốc bị vứt tại vỉa hè ở Đà Nẵng được xác định của Công ty CP Dược trung ương 3, hiện công an, quản lý thị trường và ngành y tế Đà Nẵng đang vào cuộc xử lý.",2025-06-15T00:38:15+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/6be64db1ca407e1e2751-1749871038170778032093-0-0-1441-2306-crop-17498710421392022870668.jpg,Tuoitre,liên quan đến vụ việc phát hiện nhiều vỉ thuốc bị vứt tại vỉa hè ở đà nẵng được xác định của công ty cp dược trung ương 3 hiện công an quản lý thị trường và ngành y tế đà nẵng đang vào cuộc xử lý,liên_quan vụ_việc phát_hiện vỉ thuốc vứt vỉa_hè đà_nẵng xác_định công_ty cp dược trung_ương 3 hiện công_an quản_lý thị_trường ngành y_tế đà_nẵng vào_cuộc xử_lý,1
"59% người dùng ưu tiên thanh toán không tiền mặt, bùng nổ một phương thức thanh toán mới",https://tuoitre.vn/59-nguoi-dung-uu-tien-thanh-toan-khong-tien-mat-bung-no-mot-phuong-thuc-thanh-toan-moi-20250614093236528.htm,"<a href=""https://tuoitre.vn/59-nguoi-dung-uu-tien-thanh-toan-khong-tien-mat-bung-no-mot-phuong-thuc-thanh-toan-moi-20250614093236528.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/nguoidung5-17498703225691073640532-0-0-800-1280-crop-17498703293231281523356.jpg"" /></a>Thanh toán thẻ không chạm trở thành lựa chọn hàng đầu. Từ quý 4-2024, hơn 60% giao dịch trên thị trường đã diễn ra dưới hình thức không chạm và người Việt cũng đang trong xu hướng này.",2025-06-15T00:36:48+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/nguoidung5-17498703225691073640532-0-0-800-1280-crop-17498703293231281523356.jpg,Tuoitre,thanh toán thẻ không chạm trở thành lựa chọn hàng đầu từ quý 42024 hơn 60 giao dịch trên thị trường đã diễn ra dưới hình thức không chạm và người việt cũng đang trong xu hướng này,thanh_toán thẻ chạm trở_thành lựa_chọn hàng_đầu quý 42024 60 giao_dịch thị_trường diễn hình_thức chạm việt xu_hướng,5
Trở thành tiếp viên hàng không sau khi tốt nghiệp: Như chạm đến ước mơ,https://tuoitre.vn/tro-thanh-tiep-vien-hang-khong-sau-khi-tot-nghiep-nhu-cham-den-uoc-mo-20250614101849314.htm,"<a href=""https://tuoitre.vn/tro-thanh-tiep-vien-hang-khong-sau-khi-tot-nghiep-nhu-cham-den-uoc-mo-20250614101849314.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/phan-kim-dung-17498708098381414650988-0-0-1055-1688-crop-1749870986788106109070.jpg"" /></a>Hành trình từ giảng đường đến vai trò một tiếp viên hàng không của Kim Dung không phải là một phép màu.",2025-06-15T00:32:22+07:00,https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/6/14/phan-kim-dung-17498708098381414650988-0-0-1055-1688-crop-1749870986788106109070.jpg,Tuoitre,hành trình từ giảng đường đến vai trò một tiếp viên hàng không của kim dung không phải là một phép màu,hành_trình giảng_đường vai_trò tiếp_viên hàng_không kim dung một_phép màu,7
